==================== FILE: 00000416 ====================
  ours path : Z:\Experiment6\source_dataset\output\bin\00000416_101.bin
  auth path : Z:\authors_data\bin\00000416.bin
  ours: n_faces=33  n_edges=182
  auth: n_faces=33  n_edges=182

=== FACES (sorted by face_area -> uv_avg -> face_adj -> face_loop) ===
   i |   OURS    area  typ lop adj lbl label_name                           |   AUTH    area  typ lop adj lbl label_name                           | DIFF
  face mismatches on sort-aligned rows: 1 / 33

=== EDGES (sorted by edge_length -> uv_avg -> edge_conv -> edge_type) ===
    i |  OURS     length  typ  cnv     dihed |  AUTH     length  typ  cnv     dihed | DIFF
  ----------------------------------------------------------------------------------------
    0 |          0.00876    0    1   +1.5708 |          0.01037    0    2   -1.5708 | d_len=-0.0016; conv 1->2 (convex/concave); d_dihed=+3.1416
    1 |          0.00876    0    1   +1.5708 |          0.01037    0    2   -1.5708 | d_len=-0.0016; conv 1->2 (convex/concave); d_dihed=+3.1416
    2 |          0.01037    0    2   -1.5708 |          0.01037    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
    3 |          0.01037    0    2   -1.5708 |          0.01037    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
    4 |          0.01037    0    1   +1.5708 |          0.01037    0    1   +1.5708 | MATCH
    5 |          0.01037    0    1   +1.5708 |          0.01037    0    1   +1.5708 | MATCH
    6 |          0.01037    0    1   +1.5708 |          0.01137    0    1   +1.5708 | d_len=-0.0010
    7 |          0.01037    0    1   +1.5708 |          0.01137    0    1   +1.5708 | d_len=-0.0010
    8 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
    9 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   10 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   11 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   12 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   13 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   14 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   15 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   16 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   17 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   18 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   19 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   20 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   21 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   22 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   23 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   24 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   25 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   26 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   27 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   28 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   29 |          0.01137    0    1   +1.5708 |          0.01137    0    1   +1.5708 | MATCH
   30 |          0.01137    0    1   +1.5708 |          0.01470    0    1   +1.5708 | d_len=-0.0033
   31 |          0.01137    0    1   +1.5708 |          0.01470    0    1   +1.5708 | d_len=-0.0033
   32 |          0.01470    0    1   +1.5708 |          0.02960    0    1   +1.5708 | d_len=-0.0149
   33 |          0.01470    0    1   +1.5708 |          0.02960    0    1   +1.5708 | d_len=-0.0149
   34 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   35 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   36 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   37 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   38 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   39 |          0.02960    0    1   +1.5708 |          0.02960    0    1   +1.5708 | MATCH
   40 |          0.02960    0    1   +1.5708 |          0.03460    0    2   -1.5708 | d_len=-0.0050; conv 1->2 (convex/concave); d_dihed=+3.1416
   41 |          0.02960    0    1   +1.5708 |          0.03460    0    2   -1.5708 | d_len=-0.0050; conv 1->2 (convex/concave); d_dihed=+3.1416
   42 |          0.03460    0    2   -1.5708 |          0.03460    0    2   -1.5708 | MATCH
   43 |          0.03460    0    2   -1.5708 |          0.03460    0    2   -1.5708 | MATCH
   44 |          0.03460    0    2   -1.5708 |          0.03460    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   45 |          0.03460    0    2   -1.5708 |          0.03460    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   46 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   47 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   48 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   49 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   50 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   51 |          0.03460    0    1   +1.5708 |          0.03460    0    1   +1.5708 | MATCH
   52 |          0.03460    0    1   +1.5708 |          0.04862    0    1   +1.5708 | d_len=-0.0140
   53 |          0.03460    0    1   +1.5708 |          0.04862    0    1   +1.5708 | d_len=-0.0140
   54 |          0.04862    0    1   +1.5708 |          0.04929    0    1   +1.5708 | d_len=-0.0007
   55 |          0.04862    0    1   +1.5708 |          0.04929    0    1   +1.5708 | d_len=-0.0007
   56 |          0.04929    0    1   +1.5708 |          0.05435    1    2   -1.5708 | d_len=-0.0051; type 0->1 (line/circle); conv 1->2 (convex/concave); d_dihed=+3.1416
   57 |          0.04929    0    1   +1.5708 |          0.05435    1    2   -1.5708 | d_len=-0.0051; type 0->1 (line/circle); conv 1->2 (convex/concave); d_dihed=+3.1416
   58 |          0.05435    1    2   -1.5708 |          0.05435    1    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   59 |          0.05435    1    2   -1.5708 |          0.05435    1    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   60 |          0.05435    1    1   +1.5708 |          0.06332    0    1   +1.5708 | d_len=-0.0090; type 1->0 (circle/line)
   61 |          0.05435    1    1   +1.5708 |          0.06332    0    1   +1.5708 | d_len=-0.0090; type 1->0 (circle/line)
   62 |          0.06332    0    1   +1.5708 |          0.07014    0    1   +1.5708 | d_len=-0.0068
   63 |          0.06332    0    1   +1.5708 |          0.07014    0    1   +1.5708 | d_len=-0.0068
   64 |          0.07014    0    1   +1.5708 |          0.07014    0    1   +1.5708 | MATCH
   65 |          0.07014    0    1   +1.5708 |          0.07014    0    1   +1.5708 | MATCH
   66 |          0.07014    0    1   +1.5708 |          0.07749    0    2   -1.5708 | d_len=-0.0073; conv 1->2 (convex/concave); d_dihed=+3.1416
   67 |          0.07014    0    1   +1.5708 |          0.07749    0    2   -1.5708 | d_len=-0.0073; conv 1->2 (convex/concave); d_dihed=+3.1416
   68 |          0.07749    0    2   -1.5708 |          0.07749    0    2   -1.5708 | MATCH
   69 |          0.07749    0    2   -1.5708 |          0.07749    0    2   -1.5708 | MATCH
   70 |          0.07749    0    2   -1.5708 |          0.07749    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   71 |          0.07749    0    2   -1.5708 |          0.07749    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
   72 |          0.07749    0    1   +1.5708 |          0.07749    0    1   +1.5708 | MATCH
   73 |          0.07749    0    1   +1.5708 |          0.07749    0    1   +1.5708 | MATCH
   74 |          0.07749    0    1   +1.5708 |          0.08179    0    2   -0.1457 | d_len=-0.0043; conv 1->2 (convex/concave); d_dihed=+1.7165
   75 |          0.07749    0    1   +1.5708 |          0.08179    0    2   -0.1457 | d_len=-0.0043; conv 1->2 (convex/concave); d_dihed=+1.7165
   76 |          0.08179    0    2   -2.9959 |          0.08179    0    1   +1.6678 | conv 2->1 (concave/convex); d_dihed=-4.6637
   77 |          0.08179    0    2   -2.9959 |          0.08179    0    1   +1.6678 | conv 2->1 (concave/convex); d_dihed=-4.6637
   78 |          0.08179    0    1   +1.5221 |          0.08179    0    1   +1.6195 | d_dihed=-0.0974
   79 |          0.08179    0    1   +1.4738 |          0.08179    0    1   +1.6195 | d_dihed=-0.1457
   80 |          0.08179    0    1   +1.5221 |          0.10633    0    1   +1.5708 | d_len=-0.0245; d_dihed=-0.0487
   81 |          0.08179    0    1   +1.4738 |          0.10633    0    1   +1.5708 | d_len=-0.0245; d_dihed=-0.0970
   82 |          0.10633    0    1   +1.5708 |          0.11483    0    2   -1.5708 | d_len=-0.0085; conv 1->2 (convex/concave); d_dihed=+3.1416
   83 |          0.10633    0    1   +1.5708 |          0.11483    0    2   -1.5708 | d_len=-0.0085; conv 1->2 (convex/concave); d_dihed=+3.1416
   84 |          0.11483    0    2   -1.5708 |          0.13367    0    1   +1.5708 | d_len=-0.0188; conv 2->1 (concave/convex); d_dihed=-3.1416
   85 |          0.11483    0    2   -1.5708 |          0.13367    0    1   +1.5708 | d_len=-0.0188; conv 2->1 (concave/convex); d_dihed=-3.1416
   86 |          0.13367    0    1   +1.5708 |          0.14093    0    2   -2.0944 | d_len=-0.0073; conv 1->2 (convex/concave); d_dihed=+3.6652
   87 |          0.13367    0    1   +1.5708 |          0.14093    0    2   -2.0944 | d_len=-0.0073; conv 1->2 (convex/concave); d_dihed=+3.6652
   88 |          0.14093    0    2   -1.2392 |          0.14093    0    2   -2.0944 | d_dihed=+0.8552
   89 |          0.14093    0    2   -1.0472 |          0.14093    0    2   -2.0944 | d_dihed=+1.0472
   90 |          0.14093    0    2   -1.0472 |          0.14093    0    2   -2.0944 | d_dihed=+1.0472
   91 |          0.14093    0    2   -1.0472 |          0.14093    0    2   -2.0944 | d_dihed=+1.0472
   92 |          0.14093    0    2   -1.2392 |          0.14093    0    2   -1.9024 | d_dihed=+0.6632
   93 |          0.14093    0    2   -1.0472 |          0.14093    0    2   -1.9024 | d_dihed=+0.8552
   94 |          0.14093    0    2   -1.0472 |          0.14093    0    1   +0.3316 | conv 2->1 (concave/convex); d_dihed=-1.3788
   95 |          0.14093    0    2   -1.0472 |          0.14093    0    1   +0.3316 | conv 2->1 (concave/convex); d_dihed=-1.3788
   96 |          0.14093    0    1   +1.5708 |          0.14093    0    1   +1.5708 | MATCH
   97 |          0.14093    0    1   +1.5708 |          0.14093    0    1   +1.5708 | MATCH
   98 |          0.14093    0    1   +2.8100 |          0.14093    0    1   +1.5708 | d_dihed=+1.2392
   99 |          0.14093    0    1   +1.5708 |          0.14093    0    1   +1.5708 | MATCH
  100 |          0.14093    0    1   +1.5708 |          0.15495    0    1   +1.5708 | d_len=-0.0140
  101 |          0.14093    0    1   +2.8100 |          0.15495    0    1   +1.5708 | d_len=-0.0140; d_dihed=+1.2392
  102 |          0.15495    0    1   +1.5708 |          0.15998    0    1   +1.5708 | d_len=-0.0050
  103 |          0.15495    0    1   +1.5708 |          0.15998    0    1   +1.5708 | d_len=-0.0050
  104 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  105 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  106 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  107 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  108 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  109 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  110 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  111 |          0.15998    0    1   +1.5708 |          0.15998    0    1   +1.5708 | MATCH
  112 |          0.15998    0    1   +1.5708 |          0.20425    0    1   +1.5708 | d_len=-0.0443
  113 |          0.15998    0    1   +1.5708 |          0.20425    0    1   +1.5708 | d_len=-0.0443
  114 |          0.20425    0    1   +1.5708 |          0.21556    0    1   +1.5708 | d_len=-0.0113
  115 |          0.20425    0    1   +1.5708 |          0.21556    0    1   +1.5708 | d_len=-0.0113
  116 |          0.21556    0    1   +1.5708 |          0.25171    0    1   +1.5708 | d_len=-0.0361
  117 |          0.21556    0    1   +1.5708 |          0.25171    0    1   +1.5708 | d_len=-0.0361
  118 |          0.25171    0    1   +1.5708 |          0.25171    0    1   +1.5708 | MATCH
  119 |          0.25171    0    1   +1.5708 |          0.25171    0    1   +1.5708 | MATCH
  120 |          0.25171    0    1   +1.5708 |          0.28570    0    1   +1.5708 | d_len=-0.0340
  121 |          0.25171    0    1   +1.5708 |          0.28570    0    1   +1.5708 | d_len=-0.0340
  122 |          0.28570    0    1   +1.5708 |          0.29694    0    1   +1.5708 | d_len=-0.0112
  123 |          0.28570    0    1   +1.5708 |          0.29694    0    1   +1.5708 | d_len=-0.0112
  124 |          0.29694    0    1   +1.5708 |          0.29694    0    1   +1.5708 | MATCH
  125 |          0.29694    0    1   +1.5708 |          0.29694    0    1   +1.5708 | MATCH
  126 |          0.29694    0    1   +1.5708 |          0.33350    0    2   -1.5708 | d_len=-0.0366; conv 1->2 (convex/concave); d_dihed=+3.1416
  127 |          0.29694    0    1   +1.5708 |          0.33350    0    2   -1.5708 | d_len=-0.0366; conv 1->2 (convex/concave); d_dihed=+3.1416
  128 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.5708 | d_dihed=-0.5236
  129 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.5708 | d_dihed=-0.5236
  130 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  131 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  132 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  133 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  134 |          0.33350    0    2   -1.5708 |          0.33350    0    2   -1.0472 | d_dihed=-0.5236
  135 |          0.33350    0    2   -1.5708 |          0.33350    0    2   -1.0472 | d_dihed=-0.5236
  136 |          0.33350    0    2   -1.5708 |          0.33350    0    2   -1.0472 | d_dihed=-0.5236
  137 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  138 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  139 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  140 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  141 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.0472 | d_dihed=-1.0472
  142 |          0.33350    0    2   -2.0944 |          0.33350    0    2   -1.5708 | d_dihed=-0.5236
  143 |          0.33350    0    2   -1.5708 |          0.33350    0    2   -1.5708 | MATCH
  144 |          0.33350    0    2   -1.5708 |          0.33350    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
  145 |          0.33350    0    1   +1.5708 |          0.33350    0    1   +1.5708 | MATCH
  146 |          0.33350    0    2   -1.5708 |          0.33350    0    1   +1.5708 | conv 2->1 (concave/convex); d_dihed=-3.1416
  147 |          0.33350    0    1   +1.5708 |          0.33350    0    1   +1.5708 | MATCH
  148 |          0.33350    0    1   +1.5708 |          0.33350    0    1   +1.5708 | MATCH
  149 |          0.33350    0    1   +1.5708 |          0.33350    0    1   +1.5708 | MATCH
  150 |          0.33350    0    1   +1.5708 |          0.45630    0    1   +1.5708 | d_len=-0.1228
  151 |          0.33350    0    1   +1.5708 |          0.45630    0    1   +1.5708 | d_len=-0.1228
  152 |          0.45630    0    1   +1.5708 |          0.55688    0    1   +1.5708 | d_len=-0.1006
  153 |          0.45630    0    1   +1.5708 |          0.55688    0    1   +1.5708 | d_len=-0.1006
  154 |          0.55688    0    1   +1.5708 |          0.55688    0    1   +1.5708 | MATCH
  155 |          0.55688    0    1   +1.5708 |          0.55688    0    1   +1.5708 | MATCH
  156 |          0.55688    0    1   +1.5708 |          0.57113    0    1   +1.5708 | d_len=-0.0142
  157 |          0.55688    0    1   +1.5708 |          0.57113    0    1   +1.5708 | d_len=-0.0142
  158 |          0.57113    0    1   +1.5708 |          0.57358    0    1   +1.5708 | d_len=-0.0025
  159 |          0.57113    0    1   +1.5708 |          0.57358    0    1   +1.5708 | d_len=-0.0025
  160 |          0.57358    0    1   +1.5708 |          0.60818    0    1   +1.5708 | d_len=-0.0346
  161 |          0.57358    0    1   +1.5708 |          0.60818    0    1   +1.5708 | d_len=-0.0346
  162 |          0.60818    0    1   +1.5708 |          0.60818    0    1   +1.5708 | MATCH
  163 |          0.60818    0    1   +1.5708 |          0.60818    0    1   +1.5708 | MATCH
  164 |          0.60818    0    1   +1.5708 |          0.60818    0    1   +1.5708 | MATCH
  165 |          0.60818    0    1   +1.5708 |          0.60818    0    1   +1.5708 | MATCH
  166 |          0.60818    0    1   +1.5708 |          0.63842    0    1   +1.5708 | d_len=-0.0302
  167 |          0.60818    0    1   +1.5708 |          0.63842    0    1   +1.5708 | d_len=-0.0302
  168 |          0.63842    0    1   +1.5708 |          0.63842    0    1   +1.5708 | MATCH
  169 |          0.63842    0    1   +1.5708 |          0.63842    0    1   +1.5708 | MATCH
  170 |          0.63842    0    1   +1.5708 |          0.69589    0    1   +1.5708 | d_len=-0.0575
  171 |          0.63842    0    1   +1.5708 |          0.69589    0    1   +1.5708 | d_len=-0.0575
  172 |          0.69589    0    1   +1.5708 |          0.70708    0    1   +1.5708 | d_len=-0.0112
  173 |          0.69589    0    1   +1.5708 |          0.70708    0    1   +1.5708 | d_len=-0.0112
  174 |          0.71248    0    1   +1.5708 |          0.71248    0    1   +1.5708 | MATCH
  175 |          0.71248    0    1   +1.5708 |          0.71248    0    1   +1.5708 | MATCH
  176 |          0.71332    0    2   -1.5708 |          0.71332    0    2   -1.5708 | MATCH
  177 |          0.71332    0    2   -1.5708 |          0.71332    0    2   -1.5708 | MATCH
  178 |          0.71584    0    2   -1.5708 |          0.71584    0    2   -1.5708 | MATCH
  179 |          0.71584    0    2   -1.5708 |          0.71584    0    2   -1.5708 | MATCH
  180 |          1.42495    0    1   +1.5708 |          1.42495    0    1   +1.5708 | MATCH
  181 |          1.42495    0    1   +1.5708 |          1.42495    0    1   +1.5708 | MATCH

  edge mismatches on sort-aligned rows: 102 / 182

=== AGGREGATE (multisets, order-independent) ===
  face_type   ours: {0:32, 1:1}  auth: {0:32, 1:1}
  face_loop   ours: {1:29, 2:4}  auth: {1:29, 2:4}
  face_adj    ours: {3:1, 4:19, 5:4, 6:4, 8:1, 11:1, 14:1, 15:1, 19:1}  auth: {3:1, 4:19, 5:4, 6:4, 8:1, 11:1, 14:1, 15:1, 19:1}
  face_label  ours: {0:13, 1:3, 4:3, 5:6, 7:3, 11:3, 18:2}  auth: {0:12, 1:3, 4:3, 5:6, 7:3, 11:4, 18:2}
  edge_type   ours: {0:178, 1:4}  auth: {0:178, 1:4}
  edge_conv   ours: {1:136, 2:46}  auth: {1:136, 2:46}
